图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,Citizen Park-预测置信度,Group photo-预测置信度,airport-预测置信度,ancient temple-预测置信度,art gallery-预测置信度,backpacker-预测置信度,beach-预测置信度,botanical garden-预测置信度,bridge-预测置信度,cable car-预测置信度,camping-预测置信度,canyon-预测置信度,castle-预测置信度,cave-预测置信度,church-预测置信度,city walk-预测置信度,cliff-预测置信度,concert hall-预测置信度,couple-预测置信度,desert-预测置信度,dining-预测置信度,entertainment district-预测置信度,exhibition hall-预测置信度,family with kids-预测置信度,forest-预测置信度,fountain-预测置信度,glacier-预测置信度,harbor-预测置信度,hiking-预测置信度,island-预测置信度,lake-预测置信度,library-预测置信度,monument-预测置信度,mountain-预测置信度,museum-预测置信度,nightclub-预测置信度,ocean-预测置信度,opera house-预测置信度,picnic-预测置信度,railway-预测置信度,reef-预测置信度,river-预测置信度,selfie-预测置信度,senior traveler-预测置信度,shopping mall-预测置信度,skiing-预测置信度,solo traveler-预测置信度,souvenir shop-预测置信度,sunbathing-预测置信度,temple-预测置信度,theater-预测置信度,tour group-预测置信度,train-预测置信度,valley-预测置信度,volcano-预测置信度,waterfall-预测置信度,zoo-预测置信度
<DATA_ROOT>/tourism_pic/test/Citizen Park/20bfc66743d57a3764bdddf88859baf1.jpg,0,Citizen Park,0,Citizen Park,38,picnic,10,camping,True,0.8484501,2.1921476e-05,1.2557413e-05,5.0274634e-06,6.5004515e-06,0.00011232657,5.133862e-06,0.0004200142,3.8516566e-05,3.450397e-05,0.007020903,1.6347908e-06,8.714424e-06,1.180038e-05,2.5744379e-05,1.3906473e-05,2.1507597e-06,5.5707033e-06,4.113632e-06,3.9006336e-06,5.177931e-05,0.00019462004,0.00051252084,9.105852e-06,0.00019205241,2.6492175e-05,3.9224875e-07,5.403651e-05,2.5215735e-05,1.01947635e-05,4.7340323e-05,5.226361e-05,5.313223e-05,8.881742e-06,8.757831e-06,3.819764e-06,3.419501e-08,4.098079e-06,0.14082588,8.811851e-06,6.19267e-07,1.6792463e-05,6.714746e-06,2.701345e-05,8.930598e-06,2.644163e-06,4.038265e-05,2.1311436e-05,4.2066422e-05,2.2883116e-05,5.218211e-06,8.640496e-05,2.8001334e-05,0.00049610174,2.8129095e-06,1.5871901e-06,0.00089611317
<DATA_ROOT>/tourism_pic/test/Citizen Park/b5ad5e52c9221929fe60e0801975b82a.jpg,0,Citizen Park,0,Citizen Park,38,picnic,23,family with kids,True,0.9971975,1.127892e-05,2.683407e-06,3.0277278e-07,2.4807e-06,1.3904031e-06,1.8203654e-06,8.0792175e-05,7.860226e-06,3.154804e-05,5.9885588e-05,2.6757954e-07,8.863604e-06,1.5129633e-06,8.991654e-06,2.8205948e-05,9.4450115e-07,6.827432e-07,8.947809e-07,1.7359482e-06,7.515771e-07,8.4842446e-05,2.5974678e-05,0.0009244958,6.501731e-06,9.314975e-05,1.4746753e-07,1.41360115e-05,1.1581656e-06,1.2953606e-06,3.548332e-06,1.8635457e-05,1.6473454e-05,2.0195278e-06,2.007729e-06,3.5492662e-06,3.8290544e-08,4.198896e-07,0.00096533267,1.4367655e-06,1.315996e-07,1.4029985e-06,4.7761414e-06,5.256402e-06,1.4965873e-05,1.1320586e-06,3.6866265e-07,2.422865e-06,5.777338e-05,2.4903995e-06,3.0692795e-06,7.1152763e-06,1.3119112e-05,3.2339267e-05,1.6369864e-06,4.0502724e-07,0.00023594084
<DATA_ROOT>/tourism_pic/test/Citizen Park/75f0d80979af5d61ebb7cc634ed25b23.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,15,city walk,True,0.9994273,2.9881492e-06,4.8342577e-06,1.2181309e-07,1.2040055e-06,5.8613597e-07,2.1711226e-07,3.8609974e-06,1.1179308e-05,1.1948665e-05,1.0412671e-05,2.589611e-06,9.45659e-06,3.9228466e-06,1.6745254e-06,6.301397e-05,7.8968355e-07,1.082686e-06,1.952129e-06,9.273457e-07,5.3409127e-07,0.00010937021,2.5892665e-05,8.205316e-06,4.6813334e-06,2.0162652e-05,2.0460625e-07,3.5307272e-05,4.6187287e-07,4.1946896e-07,5.1464135e-06,6.160531e-06,1.4140408e-05,4.7286535e-06,4.6232303e-06,8.590688e-06,4.9948795e-07,1.742122e-05,2.0667583e-05,1.1267691e-06,3.5307554e-08,1.8054838e-05,5.3532203e-06,3.988371e-06,1.3497523e-06,1.3622684e-07,6.161098e-07,8.193931e-06,3.6542922e-06,4.268407e-06,1.9492318e-05,9.721999e-06,1.9248622e-05,4.3151584e-05,1.4460057e-06,9.884138e-07,1.1903217e-05
<DATA_ROOT>/tourism_pic/test/Citizen Park/68ea2a8813b00a7ed959c999495b0690.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,15,city walk,True,0.97032523,1.44358055e-05,4.2585507e-05,4.9513415e-06,1.5651638e-05,1.4775097e-05,3.9664637e-06,2.539315e-05,6.15271e-05,0.0005759986,2.4545503e-05,1.0621702e-05,2.7550546e-05,3.8477256e-06,1.7438897e-05,0.005314758,5.712061e-06,1.5307683e-05,5.2991923e-06,5.7115494e-06,1.7677127e-06,0.014277363,0.00046852572,1.6979617e-05,4.815133e-06,0.00080872496,8.440031e-07,0.0009766014,5.148492e-06,3.393919e-06,8.26831e-06,4.6192374e-05,0.0031951547,1.3503858e-05,0.00037146948,4.1287887e-05,3.559863e-07,0.00051711523,9.061848e-05,5.929417e-06,2.746563e-07,0.000104171595,3.4297937e-05,1.7425164e-05,5.6034314e-05,1.8159983e-06,1.11778945e-05,0.00026002535,9.7965676e-05,6.83101e-05,0.00030291633,0.0010772819,0.00015948083,0.0001520306,9.97107e-06,9.203423e-06,0.00026832498
<DATA_ROOT>/tourism_pic/test/Citizen Park/be80572ab4e5ca2ce8d21688a5d240c6.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,56,zoo,True,0.9983992,2.447605e-06,9.523152e-06,4.1783034e-07,1.1364741e-06,2.0403713e-06,1.3127426e-06,0.00013343019,2.1855041e-05,4.6417208e-05,1.4174794e-05,5.3621247e-06,8.031651e-06,5.3885665e-06,9.2701833e-07,7.260149e-05,7.918628e-07,4.2575894e-07,1.1947869e-06,5.9740833e-06,3.4331754e-07,0.00033559385,5.94856e-05,4.8176007e-06,1.2545651e-05,5.5983644e-05,6.724588e-07,2.4101837e-05,1.8098077e-06,4.829506e-06,8.9590485e-06,7.383399e-06,1.0414366e-05,4.3016166e-06,4.482343e-06,1.6741498e-06,3.5647287e-07,6.9429307e-06,3.7028698e-05,4.113935e-06,2.0622274e-07,5.682395e-05,1.0060737e-05,8.245627e-06,3.0594042e-06,2.7507394e-07,2.3192472e-06,1.1252328e-05,1.883573e-05,6.6061903e-06,3.3267402e-06,6.647817e-05,1.3139481e-05,0.00021537735,2.6005864e-06,3.2558432e-06,0.00025962724
<DATA_ROOT>/tourism_pic/test/Citizen Park/7f91b6c6ad725271159b722e1d2e871e.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,22,exhibition hall,True,0.9988342,7.1657605e-06,1.0785474e-05,1.10890355e-07,1.0981433e-06,7.522989e-07,2.0077773e-07,9.158892e-06,6.754902e-06,3.0689112e-05,1.2785734e-05,3.9656356e-06,7.5266744e-06,4.2291094e-06,2.1325513e-06,6.9758054e-05,6.5033004e-07,3.0172705e-06,2.6012283e-06,1.4829213e-06,1.0080495e-06,0.0003080601,0.00015472487,9.77426e-06,8.379126e-06,2.2346678e-05,2.5444737e-07,6.1337174e-05,4.423132e-07,9.4427566e-07,3.6537326e-06,8.592601e-06,1.0205465e-05,7.1318227e-06,9.102101e-06,6.0073153e-06,8.456308e-07,2.8306884e-05,4.4146575e-05,3.249381e-06,9.548521e-08,2.0861758e-05,1.0838515e-05,7.447731e-06,6.3497955e-06,1.8563432e-07,1.96733e-06,1.18061425e-05,1.4678725e-05,4.703761e-06,3.8931732e-05,3.7186914e-05,3.9810526e-05,7.769897e-05,2.3744024e-06,1.6940534e-06,2.6112362e-05
<DATA_ROOT>/tourism_pic/test/Citizen Park/9883d44c5ec54c6007307ee7b652cd02.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,15,city walk,True,0.99649835,2.5202378e-06,1.8744522e-06,1.3902095e-07,1.7706739e-06,6.523078e-07,2.944334e-07,1.7927681e-06,9.030781e-05,9.1547656e-05,8.410371e-06,3.1427803e-06,2.3441797e-05,2.1477488e-06,4.075423e-06,0.0007129647,3.7654784e-06,7.6806634e-07,1.6624807e-06,1.8114977e-06,4.114316e-07,0.0014697523,2.3179433e-05,4.8530046e-06,1.8931685e-06,3.100231e-05,3.6148572e-07,0.00033880307,5.0314367e-07,8.7878954e-07,2.9604098e-06,5.2097325e-06,0.00015564941,9.335055e-06,1.3563345e-05,4.0875907e-06,2.0366352e-07,6.191908e-05,2.2696486e-05,2.6437215e-06,6.822803e-08,1.3962858e-05,1.3056834e-05,3.6891556e-06,7.0598713e-07,1.6334403e-07,1.2324052e-06,3.0121515e-05,1.50591995e-05,1.5227619e-05,2.1435835e-05,8.389484e-05,3.420592e-05,8.697217e-05,3.562038e-06,1.1307709e-06,7.42577e-05
<DATA_ROOT>/tourism_pic/test/Citizen Park/b00136a579e74492321e2eed83e51236.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,22,exhibition hall,True,0.61441183,0.00035094586,0.0011160038,9.6351476e-05,0.0013168312,4.0238887e-05,1.2006143e-05,0.00081389386,0.0003571408,0.0006106303,0.001058689,5.317463e-05,0.0009792804,0.00014596072,0.005617566,0.00070538284,0.00018015802,0.00036779162,4.7382706e-05,0.00013322994,0.0031234394,0.15611517,0.1545311,8.894109e-05,8.0518344e-05,0.00021922417,6.4000337e-06,0.0023175024,2.2913087e-05,0.00018482687,0.00043245617,0.015734853,0.0014960379,0.00048269745,0.0035833095,0.0012693394,2.0430411e-06,0.0014875985,0.0012292303,5.4215543e-05,2.5287845e-05,0.00010237252,0.000258092,0.0005919527,0.00073301356,4.064617e-05,0.00015205097,0.010884921,0.0002622669,0.0026026776,0.0005372312,0.0011766705,0.00058964826,0.009015229,3.0069777e-05,1.0381971e-05,0.0021111083
<DATA_ROOT>/tourism_pic/test/Citizen Park/b85fcf5e4a2d60194dcaab82bb943612.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,53,valley,True,0.99923205,3.830188e-06,2.298984e-06,1.1123878e-07,7.867565e-07,6.312122e-07,2.0752533e-07,2.9101097e-06,5.6951e-06,9.6099175e-06,1.4886971e-05,1.8141076e-06,5.4266998e-06,3.7309433e-06,1.5783803e-06,4.5448727e-05,8.1336435e-07,9.2529984e-07,2.0599116e-06,7.5224693e-07,4.6347992e-07,0.0003086016,2.0046024e-05,1.0037605e-05,5.7940492e-06,2.4569712e-05,2.4900925e-07,1.5360149e-05,4.6586584e-07,4.4298127e-07,6.804088e-06,3.4707368e-06,1.7977265e-05,4.2398015e-06,4.086572e-06,5.4558113e-06,4.7597794e-07,1.41305545e-05,3.9756178e-05,7.384743e-07,3.7937358e-08,2.0710382e-05,8.744508e-06,3.3359672e-06,1.094205e-06,1.2816272e-07,5.127389e-07,1.05711115e-05,9.355773e-06,3.8452445e-06,2.2672573e-05,2.1975515e-05,1.0431308e-05,5.0016875e-05,2.2006752e-06,1.7498859e-06,1.35795835e-05
<DATA_ROOT>/tourism_pic/test/Citizen Park/252590842cb32414ee19ed9446e7cf81.jpg,0,Citizen Park,0,Citizen Park,15,city walk,21,entertainment district,True,0.9996811,2.3287309e-07,1.9960791e-07,4.0031612e-08,1.1284313e-07,3.265193e-07,2.1089434e-07,2.8404997e-06,2.1457213e-06,3.8129972e-06,3.1483353e-06,2.2720714e-07,5.875112e-07,1.3480951e-07,6.57615e-07,0.000106222025,1.8820546e-07,2.1177618e-08,1.462417e-07,1.4387425e-07,3.176349e-08,9.143996e-05,1.560657e-06,6.1486503e-07,5.544099e-07,4.369797e-06,2.998355e-08,6.1945734e-06,2.2960143e-07,9.500641e-08,1.0523358e-06,2.0955389e-07,9.5405285e-06,4.859411e-07,7.433764e-08,6.5083304e-07,4.4331983e-09,1.5009027e-07,2.4838788e-05,1.991869e-07,7.68914e-09,1.3551235e-06,4.66527e-07,5.44654e-07,4.3419377e-07,1.4016368e-07,4.0467892e-08,1.9817671e-06,9.077155e-07,4.5683737e-07,1.9750653e-06,3.594634e-06,1.171762e-06,1.2314117e-05,6.764337e-08,8.491763e-08,2.9477163e-05
<DATA_ROOT>/tourism_pic/test/Citizen Park/f7450798dbc8e35890e5ec2bfa212f8a.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,15,city walk,True,0.99825853,1.7568601e-06,1.8063062e-06,1.6744607e-07,1.212085e-06,7.554172e-07,1.71671e-07,5.1926127e-06,2.1174961e-05,1.9711877e-05,8.001653e-06,4.728667e-06,9.008812e-06,2.0338093e-06,2.0949583e-06,0.00012412324,1.0889166e-06,8.9120414e-07,1.2747114e-06,1.361882e-06,3.856348e-07,0.0010705282,2.5783384e-05,6.9838134e-06,5.2478426e-06,1.809878e-05,2.9230918e-07,4.06187e-05,4.854018e-07,4.4522378e-07,3.333321e-06,5.3250983e-06,1.8914288e-05,5.489652e-06,4.7124695e-06,2.5792372e-06,2.8676726e-07,2.988165e-05,3.5988713e-05,1.0003158e-06,3.062502e-08,1.6045798e-05,6.0809307e-06,3.7118778e-06,8.8143554e-07,5.6123202e-08,3.5904858e-07,2.8692759e-05,1.2740788e-05,9.178964e-06,1.46452985e-05,2.1920087e-05,1.1271448e-05,0.000117317526,1.6540919e-06,1.2656108e-06,1.2808135e-05
<DATA_ROOT>/tourism_pic/test/Citizen Park/ff049395df5cbc63f6ca3e0c9bf73136.jpg,0,Citizen Park,0,Citizen Park,21,entertainment district,15,city walk,True,0.52795565,0.00010063729,0.00057618803,3.0369216e-05,0.00049643806,1.2262785e-05,8.774305e-06,0.00011159331,0.00052451214,0.00061382767,1.8163571e-05,8.601107e-06,0.0013936048,7.3374454e-06,0.002041105,0.05948157,5.4969525e-05,5.29443e-05,4.3261854e-05,7.255618e-05,0.0011734344,0.34537312,0.012241539,0.0001981406,2.9251296e-06,0.0006704736,1.2055779e-05,0.011630981,3.825479e-06,0.00017715195,6.845231e-05,0.0031184098,0.0024298062,0.00012664103,0.0027391047,0.00062963914,2.1986132e-06,0.0039428966,0.00014564204,4.556908e-05,1.9508452e-06,0.00029657924,0.00017307563,0.00059437955,0.0022177123,8.053789e-06,0.000105997766,0.0075622615,8.653085e-05,0.001973863,0.000507493,0.0014278645,0.0002953734,0.0037994264,7.717928e-06,1.1687737e-05,0.002593644
